Reception Time,Internal Clock,T internal,T external,Pressure,Humidity Percentage,CO Level,O3 Level,CO2 Level,HCOH Level,CH4 Level,NH3 Level,NO2 Level,H2 Level,C3H8 Level,C4H10 Level,C2H6OH Level,p25 Level,p10 Level,Light Level,RSSI
2022-03-17 14:47:01,001241,39.14,19.39,1.007,58.0,2.9,100.0,0.0,0.958,5000.0,2.9,0.03,38.7,60512.0,6025.6,936.2,801.1,404.3,10011.0,-69
2022-03-17 14:47:03,001244,31.22,19.39,1.007,58.0,2.9,100.0,0.0,0.893,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,304.3,30011.0,-75
2022-03-17 14:47:06,001246,27.5,19.39,1.007,58.0,2.9,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,3.7,10009.0,-67
2022-03-17 14:47:09,001249,35.14,19.39,1.008,58.0,2.9,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,103.6,10009.0,-71
2022-03-17 14:47:11,001251,30.19,19.39,1.007,58.0,2.9,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10518.0,7025.9,536.0,1.1,503.6,60009.0,-69
2022-03-17 14:47:13,001254,27.25,19.4,1.007,58.0,2.9,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,603.5,40009.0,-69
2022-03-17 14:47:16,001256,26.1,19.39,1.007,58.0,2.9,100.0,0.0,0.893,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,403.4,70009.0,-67
2022-03-17 14:47:18,001259,27.75,19.39,1.007,58.0,2.9,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,603.5,10009.0,-66
2022-03-17 14:47:21,001301,33.15,19.39,1.007,58.0,2.9,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,603.4,70009.0,-68
2022-03-17 14:47:24,001304,27.91,19.39,1.007,58.0,2.9,100.0,0.0,0.893,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,603.3,9.0,-71
2022-03-17 14:47:26,001306,26.59,19.39,1.007,58.0,2.9,100.0,0.0,0.893,5000.0,2.9,0.03,38.7,60512.0,6025.6,936.2,801.1,703.4,9.0,-69
2022-03-17 14:47:31,001312,32.36,19.39,1.007,58.0,3.0,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,403.3,60009.0,-68
2022-03-17 14:47:33,001314,26.01,19.39,1.007,58.0,2.9,100.0,0.0,0.958,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,703.4,70009.0,-68
2022-03-17 14:47:36,001316,28.83,19.39,1.007,58.0,2.9,100.0,0.0,0.893,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,603.5,50009.0,-68
2022-03-17 14:47:39,001319,34.5,19.37,1.007,58.0,2.9,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,703.7,60009.0,-68
2022-03-17 14:47:41,001321,29.26,19.39,1.007,58.0,2.9,100.0,0.0,0.893,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,403.6,70009.0,-68
2022-03-17 14:47:44,001324,25.85,19.39,1.007,58.0,2.9,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,703.8,40009.0,-69
2022-03-17 14:47:46,001327,26.1,19.37,1.007,58.0,3.0,100.0,0.0,0.958,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,803.9,10009.0,-65
2022-03-17 14:47:49,001329,29.26,19.39,1.007,58.0,2.9,100.0,0.0,0.893,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,803.9,9.0,-67
2022-03-17 14:47:51,001332,33.6,19.37,1.007,58.0,2.9,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10518.0,7025.9,536.0,1.1,704.1,9.0,-66
2022-03-17 14:47:54,001334,25.12,19.39,1.008,59.0,3.0,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,704.2,70009.0,-64
2022-03-17 14:47:56,001336,26.92,19.39,1.007,59.0,2.9,100.0,0.0,0.83,5000.0,2.9,0.03,38.0,60512.0,6025.6,935.7,101.1,504.1,50009.0,-64
2022-03-17 14:47:59,001339,25.93,19.39,1.008,59.0,2.9,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,804.0,90009.0,-66
2022-03-17 14:48:01,001342,28.75,19.39,1.007,59.0,3.1,100.0,0.0,0.83,5000.0,2.9,0.03,38.0,60512.0,6025.6,935.7,101.2,204.1,10009.0,-77
2022-03-17 14:48:04,001344,29.17,19.4,1.007,59.0,3.0,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.2,103.9,60009.0,-75
2022-03-17 14:48:06,001347,42.74,19.37,1.008,59.0,2.9,100.0,0.0,0.893,5000.0,2.9,0.03,38.0,60506.0,5025.4,335.7,101.2,3.8,60009.0,-77
2022-03-17 14:48:09,001349,45.27,19.39,1.007,59.0,3.0,100.0,0.0,0.958,5000.0,2.9,0.03,38.7,60512.0,6025.6,936.2,801.2,3.7,40009.0,-83
2022-03-17 14:48:11,001351,38.16,19.37,1.007,59.0,3.0,100.0,0.0,0.893,5000.0,2.9,0.03,38.4,10506.0,5025.4,336.0,1.1,803.7,60009.0,-76
2022-03-17 14:48:14,001354,47.97,19.39,1.007,59.0,2.9,100.0,0.0,0.893,5000.0,2.9,0.03,38.7,60512.0,6025.6,936.2,801.1,403.7,70009.0,-75
2022-03-17 14:48:17,001357,39.24,19.39,1.007,59.0,2.9,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,403.6,10009.0,-75
2022-03-17 14:48:19,001359,41.47,19.39,1.007,59.0,3.0,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,503.8,9.0,-75
2022-03-17 14:48:21,001402,35.23,19.39,1.007,59.0,3.0,100.0,0.0,0.83,5000.0,2.9,0.03,38.7,60512.0,6025.6,936.2,801.1,303.4,50009.0,-72
2022-03-17 14:48:24,001404,25.61,19.37,1.007,59.0,2.9,100.0,0.0,0.83,5000.0,2.9,0.03,38.7,60512.0,6025.6,936.2,801.1,303.3,10009.0,-84
2022-03-17 14:48:26,001407,27.91,19.39,1.007,59.0,2.9,,,,,,5.0,0.0,29003.0,384.1,51.2,602.5,693.6,11.0,-82
2022-03-17 14:48:29,001409,25.69,19.39,1.007,59.0,3.0,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,503.3,40009.0,-79
2022-03-17 14:48:32,001412,30.53,19.37,1.007,59.0,2.9,100.0,0.0,0.893,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,303.4,20009.0,-81
2022-03-17 14:48:34,001414,34.5,19.37,1.007,59.0,2.9,100.0,0.0,0.893,5000.0,2.9,0.03,38.7,60512.0,6025.6,936.2,801.1,303.5,80009.0,-78
2022-03-17 14:48:37,001417,25.44,19.37,1.007,59.0,2.9,100.0,0.0,0.893,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,303.5,10009.0,-79
2022-03-17 14:48:39,001420,27.42,19.39,1.007,59.0,3.0,100.0,0.0,0.893,5000.0,2.9,0.03,38.7,60512.0,6025.6,936.2,801.1,303.4,30009.0,-68
2022-03-17 14:48:41,001422,33.15,19.39,1.007,59.0,2.9,100.0,0.0,0.893,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,403.6,70009.0,-77
2022-03-17 14:48:44,001424,28.08,19.37,1.007,59.0,3.1,100.0,0.0,0.893,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,403.5,50009.0,-69
2022-03-17 14:48:47,001427,26.34,19.39,1.007,59.0,2.9,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,403.6,50009.0,-69
2022-03-17 14:48:49,001429,29.68,19.37,1.007,59.0,3.0,100.0,0.0,0.893,5000.0,2.9,0.03,38.7,60512.0,6025.6,936.2,801.1,103.4,90009.0,-69
2022-03-17 14:48:52,001432,31.05,19.37,1.007,59.0,3.0,100.0,0.0,0.83,5000.0,2.9,0.03,38.7,60512.0,6025.6,936.2,801.1,203.6,60009.0,-75
2022-03-17 14:48:54,001435,25.2,19.37,1.007,59.0,3.0,100.0,0.0,0.893,5000.0,2.9,0.03,38.7,60512.0,6025.6,936.2,801.1,403.8,30009.0,-70
2022-03-17 14:48:56,001437,28.42,19.37,1.007,59.0,3.0,100.0,0.0,0.893,5000.0,2.9,0.03,38.7,60518.0,7025.9,536.2,801.0,903.7,50009.0,-70
2022-03-17 14:48:59,001439,32.18,19.37,1.007,59.0,2.9,100.0,0.0,1.026,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.0,803.6,40009.0,-69
2022-03-17 14:49:02,001442,27.0,19.37,1.007,59.0,3.0,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.0,803.5,20009.0,-64
2022-03-17 14:49:04,001444,28.83,19.37,1.007,59.0,2.9,100.0,0.0,0.893,5000.0,2.9,0.03,38.7,60512.0,6025.6,936.2,801.0,803.3,40009.0,-62
2022-03-17 14:49:07,001447,32.98,19.37,1.007,59.0,3.0,100.0,0.0,0.83,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,503.3,80009.0,-67
2022-03-17 14:49:09,001450,30.02,19.37,1.007,59.0,2.9,100.0,0.0,0.83,5000.0,2.9,0.03,38.7,60512.0,6025.6,936.2,801.1,503.4,70009.0,-66
2022-03-17 14:49:12,001452,31.48,19.37,1.007,59.0,3.0,100.0,0.0,0.893,5000.0,2.9,0.03,38.4,10512.0,6025.6,936.0,1.1,703.2,80009.0,-69
2022-03-17 14:49:14,001455,25.52,19.37,1.007,59.0,2.9,100.0,0.0,0.893,5000.0,2.9,0.03,38.7,60512.0,6025.6,936.2,801.1,703.2,60009.0,-68
2022-03-17 14:49:17,001457,26.26,19.37,1.007,59.0,2.8,100.0,0.0,0.83,5000.0,2.9,0.03,38.7,60512.0,6025.6,936.2,801.1,703.2,20009.0,-65
2022-03-17 14:49:19,001459,28.92,19.37,1.007,59.0,3.0,100.0,0.0,0.83,5000.0,2.9,0.03,38.7,60512.0,6025.6,936.2,801.1,703.1,9.0,-64
2022-03-17 15:04:47,000018,13.96,19.21,1.007,59.0,3.3,0.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,31.2,64.0,-58
2022-03-17 15:04:49,000021,14.12,19.24,1.007,59.0,3.3,0.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,31.1,64.0,-59
2022-03-17 15:04:52,000023,13.8,19.24,1.007,59.0,3.2,0.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,30.7,64.0,-61
2022-03-17 15:04:54,000025,13.96,19.26,1.007,59.0,3.4,1.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,31.4,64.0,-63
2022-03-17 15:04:57,000028,14.2,19.26,1.007,59.0,3.2,2.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,32.4,64.0,-62
2022-03-17 15:04:59,000030,14.12,19.26,1.007,59.0,3.3,4.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,31.3,64.0,-61
2022-03-17 15:05:02,000033,13.71,19.26,1.007,59.0,3.2,5.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,32.0,64.0,-61
2022-03-17 15:05:04,000035,14.04,19.25,1.007,59.0,3.2,6.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,41.2,64.0,-62
2022-03-17 15:05:07,000038,14.2,19.27,1.007,59.0,3.2,7.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,41.2,64.0,-62
2022-03-17 15:05:09,000040,13.96,19.28,1.007,59.0,3.2,8.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,41.0,64.0,-62
2022-03-17 15:05:11,000043,13.96,19.26,1.007,59.0,3.3,8.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,38.5,64.0,-64
2022-03-17 15:05:14,000045,14.04,19.27,1.007,59.0,3.2,9.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,39.9,64.0,-61
2022-03-17 15:05:16,000047,14.04,19.25,1.007,59.0,3.2,10.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,39.8,64.0,-60
2022-03-17 15:05:18,000050,14.12,19.27,1.007,59.0,3.2,10.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,40.3,64.0,-64
2022-03-17 15:05:21,000052,13.96,19.26,1.007,59.0,3.3,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,40.5,64.0,-60
2022-03-17 15:05:23,000054,14.12,19.26,1.007,59.0,3.2,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,39.9,64.0,-60
2022-03-17 15:05:26,000057,14.12,19.26,1.007,59.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,39.8,64.0,-60
2022-03-17 15:05:28,000059,14.04,19.26,1.007,59.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,40.3,64.0,-59
2022-03-17 15:05:31,000102,14.04,19.26,1.007,59.0,3.1,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,42.3,64.0,-60
2022-03-17 15:05:33,000104,14.04,19.26,1.007,59.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,34.5,64.0,-59
2022-03-17 15:05:36,000107,14.12,19.27,1.007,59.0,3.1,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,33.9,64.0,-51
2022-03-17 15:05:38,000109,13.96,19.27,1.007,59.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,33.1,48.0,-53
2022-03-17 15:05:47,000004,12.49,19.25,1.007,59.0,3.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,44.8,40.0,-55
2022-03-17 15:05:49,000006,12.73,19.27,1.007,59.0,3.1,0.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,43.7,64.0,-55
2022-03-17 15:05:52,000009,13.88,19.28,1.007,59.0,3.1,0.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,40.9,64.0,-56
2022-03-17 15:05:54,000011,14.12,19.28,1.007,59.0,3.2,0.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,40.6,64.0,-55
2022-03-17 15:05:57,000014,14.12,19.29,1.007,59.0,3.4,0.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,38.1,64.0,-60
2022-03-17 15:05:59,000016,14.04,19.28,1.007,59.0,3.3,0.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,34.8,64.0,-57
2022-03-17 15:06:02,000018,14.28,19.29,1.007,59.0,3.3,0.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,33.3,64.0,-56
2022-03-17 15:06:04,000021,13.88,19.29,1.007,59.0,3.1,0.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,32.8,64.0,-56
2022-03-17 15:06:06,000023,14.2,19.29,1.007,59.0,3.0,0.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,31.1,64.0,-61
2022-03-17 15:06:09,000025,14.36,19.31,1.007,59.0,3.2,1.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,30.5,64.0,-58
2022-03-17 15:06:11,000028,13.8,19.31,1.007,59.0,3.2,2.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,31.6,64.0,-56
2022-03-17 15:06:13,000030,13.8,19.31,1.007,59.0,3.2,4.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,31.8,64.0,-61
2022-03-17 15:06:16,000033,13.96,19.31,1.007,59.0,3.1,5.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,30.9,64.0,-56
2022-03-17 15:06:18,000035,13.88,19.32,1.007,59.0,3.1,6.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,29.0,64.0,-57
2022-03-17 15:06:21,000038,14.2,19.33,1.007,59.0,3.2,7.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,27.6,64.0,-57
2022-03-17 15:06:23,000040,13.96,19.31,1.007,59.0,3.1,8.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,26.1,64.0,-55
2022-03-17 15:06:26,000043,14.2,19.32,1.007,59.0,3.1,8.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,28.1,64.0,-57
2022-03-17 15:06:28,000045,14.04,19.33,1.007,59.0,3.1,9.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,31.2,64.0,-57
2022-03-17 15:06:31,000047,13.96,19.33,1.007,60.0,3.1,10.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,31.3,64.0,-58
2022-03-17 15:06:33,000050,13.96,19.33,1.007,60.0,3.1,10.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,31.4,48.0,-54
2022-03-17 15:06:35,000052,14.28,19.33,1.007,59.0,3.2,100.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,34.5,48.0,-55
2022-03-17 15:06:38,000054,13.63,19.34,1.007,59.0,3.3,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,35.7,48.0,-58
2022-03-17 15:06:40,000057,14.12,19.34,1.007,59.0,3.1,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,34.9,64.0,-54
2022-03-17 15:06:42,000059,14.28,19.35,1.007,59.0,3.1,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,34.2,64.0,-56
2022-03-17 15:06:45,000102,13.88,19.35,1.007,59.0,3.0,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,33.3,64.0,-56
2022-03-17 15:06:47,000104,14.36,19.35,1.007,60.0,3.1,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,35.5,64.0,-56
2022-03-17 15:06:50,000107,14.28,19.35,1.007,60.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,36.3,64.0,-56
2022-03-17 15:06:52,000109,14.53,19.34,1.007,59.0,3.1,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,36.6,64.0,-56
2022-03-17 15:06:55,000112,13.96,19.36,1.007,59.0,3.1,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,34.9,64.0,-56
2022-03-17 15:06:57,000114,14.53,19.37,1.007,59.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,33.9,64.0,-55
2022-03-17 15:07:00,000116,14.28,19.37,1.007,59.0,3.1,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,32.0,48.0,-58
2022-03-17 15:07:02,000119,14.69,19.37,1.007,59.0,3.1,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,31.4,24.0,-54
2022-03-17 15:07:49,000205,12.65,19.35,1.007,59.0,3.0,100.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,28.9,48.0,-64
2022-03-17 15:07:51,000208,14.45,19.41,1.007,59.0,3.3,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,29.5,48.0,-58
2022-03-17 15:07:53,000210,13.88,19.41,1.007,59.0,3.3,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,29.5,48.0,-57
2022-03-17 15:07:56,000212,14.36,19.43,1.007,59.0,3.3,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,30.3,48.0,-61
2022-03-17 15:07:58,000215,14.77,19.43,1.007,59.0,3.4,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,28.9,48.0,-57
2022-03-17 15:08:00,000217,13.96,19.43,1.007,59.0,3.3,100.0,0.0,1.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,27.7,48.0,-55
2022-03-17 15:08:03,000220,14.28,19.42,1.007,59.0,3.3,100.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,28.5,48.0,-54
2022-03-17 15:08:09,000000,14.45,19.44,1.007,59.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,30.6,31.0,-55
2022-03-17 15:08:35,000026,14.45,19.45,1.007,59.0,3.0,0.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,38.6,31.0,-57
2022-03-17 15:08:37,000028,13.71,19.45,1.007,59.0,3.1,0.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,38.4,31.0,-54
2022-03-17 15:08:39,000031,14.36,19.45,1.007,59.0,3.1,1.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,36.8,31.0,-54
2022-03-17 15:08:42,000033,14.36,19.45,1.007,59.0,3.0,2.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,37.6,31.0,-57
2022-03-17 15:08:44,000036,13.88,19.45,1.007,59.0,3.0,4.0,0.0,0.893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,34.0,31.0,-57
2022-03-17 15:08:46,000038,14.28,19.45,1.007,59.0,3.0,5.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,31.9,31.0,-54
2022-03-17 15:08:49,000040,13.71,19.46,1.007,59.0,3.0,6.0,0.0,0.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,31.5,13.0,-57
2022-03-17 15:09:37,000020,12.4,19.42,1.007,59.0,3.0,100.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,31.0,48.0,-59
2022-03-17 15:09:40,000023,14.28,19.48,1.007,59.0,3.3,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,33.4,48.0,-58
2022-03-17 15:09:42,000025,13.8,19.48,1.007,59.0,3.2,100.0,0.0,1.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,37.0,48.0,-58
2022-03-17 15:09:45,000027,14.12,19.49,1.007,58.0,3.2,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,35.9,48.0,-61
2022-03-17 15:09:47,000030,13.96,19.48,1.007,58.0,3.3,100.0,0.0,1.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,35.6,48.0,-58
